Data_Type,Cell_Type,Experimental_Factors,Treatment,Lab,PI,Assembly,Status,GEO_Accession,DCC_Accession,Date_Unrestricted
ChIP-seq,A549,Antibody=GR Protocol=PCR 1-round,DEX_5nM,HudsonAlpha,Myers,hg19,released,GSM803359,wgEncodeEH001492,9/20/2011
ChIP-seq,A549,Antibody=GR Protocol=PCR 1-round,EtOH_0.02pct,HudsonAlpha,Myers,hg18,released,,,12/1/2010
ChIP-seq,A549,Antibody=GR Protocol=PCR 1-round,EtOH_0.02pct,HudsonAlpha,Myers,hg19,released,GSM803395,wgEncodeEH001526,9/1/2011
ChIP-seq,A549,Antibody=GR Protocol=PCR 2-round,DEX_100nM,HudsonAlpha,Myers,hg18,released,,,8/10/2010
ChIP-seq,A549,Antibody=GR Protocol=PCR 2-round,DEX_100nM,HudsonAlpha,Myers,hg19,released,GSM803371,wgEncodeEH001555,3/22/2011
ChIP-seq,A549,Antibody=GR Protocol=PCR 2-round,EtOH_0.02pct,HudsonAlpha,Myers,hg19,released,GSM803373,wgEncodeEH001557,10/21/2011
ChIP-seq,A549,Antibody=H2A.Z,DEX_100nM,Broad,Bernstein,hg19,released,,wgEncodeEH003116,4/25/2013
ChIP-seq,A549,Antibody=H2A.Z,EtOH_0.02pct,Broad,Bernstein,hg19,released,GSM1003546,wgEncodeEH003117,4/25/2013
ChIP-seq,A549,Antibody=H3K27ac,DEX_100nM,Broad,Bernstein,hg19,released,GSM1003493,wgEncodeEH003141,4/28/2013
ChIP-seq,A549,Antibody=H3K27ac,EtOH_0.02pct,Broad,Bernstein,hg19,released,GSM1003578,wgEncodeEH003118,4/25/2013
ChIP-seq,A549,Antibody=H3K27me3,DEX_100nM,Broad,Bernstein,hg19,released,GSM1003577,wgEncodeEH003119,4/25/2013
ChIP-seq,A549,Antibody=H3K27me3,EtOH_0.02pct,Broad,Bernstein,hg19,released,,wgEncodeEH003120,4/25/2013
ChIP-seq,A549,Antibody=H3K36me3,DEX_100nM,Broad,Bernstein,hg19,released,GSM1003494,wgEncodeEH003142,4/28/2013
ChIP-seq,A549,Antibody=H3K36me3,EtOH_0.02pct,Broad,Bernstein,hg19,released,GSM1003456,wgEncodeEH003121,4/25/2013
ChIP-seq,A549,Antibody=H3K4me1,DEX_100nM,Broad,Bernstein,hg19,released,GSM1003495,wgEncodeEH003143,4/28/2013
ChIP-seq,A549,Antibody=H3K4me1,EtOH_0.02pct,Broad,Bernstein,hg19,released,,wgEncodeEH003122,4/25/2013
ChIP-seq,A549,Antibody=H3K4me2,DEX_100nM,Broad,Bernstein,hg19,released,GSM1003511,wgEncodeEH003098,4/23/2013
ChIP-seq,A549,Antibody=H3K4me2,EtOH_0.02pct,Broad,Bernstein,hg19,released,GSM1003496,wgEncodeEH003144,4/28/2013
ChIP-seq,A549,Antibody=H3K4me3,DEX_100nM,Broad,Bernstein,hg19,released,GSM1003542,wgEncodeEH003077,12/15/2012
ChIP-seq,A549,Antibody=H3K4me3,EtOH_0.02pct,Broad,Bernstein,hg19,released,,wgEncodeEH003065,8/4/2012
ChIP-seq,A549,Antibody=H3K4me3,none,UW,Stamatoyannopoulos,hg19,released,GSM945244,wgEncodeEH001905,3/24/2012
ChIP-seq,A549,Antibody=H3K79me2,DEX_100nM,Broad,Bernstein,hg19,released,GSM1003543,wgEncodeEH003078,12/15/2012
ChIP-seq,A549,Antibody=H3K79me2,EtOH_0.02pct,Broad,Bernstein,hg19,released,GSM1003512,wgEncodeEH003099,4/23/2013
ChIP-seq,A549,Antibody=H3K9ac,EtOH_0.02pct,Broad,Bernstein,hg19,released,GSM1003544,wgEncodeEH003079,12/15/2012
ChIP-seq,A549,Antibody=H3K9me3,EtOH_0.02pct,Broad,Bernstein,hg19,released,GSM1003454,wgEncodeEH003123,4/25/2013
ChIP-seq,A549,Antibody=H4K20me1,EtOH_0.02pct,Broad,Bernstein,hg19,released,GSM1003458,wgEncodeEH003124,4/25/2013
ChIP-seq,A549,Antibody=Input,none,UT-A,Iyer,hg19,released,GSM822307,wgEncodeEH002077,6/27/2012
ChIP-seq,A549,Antibody=Input,none,UW,Stamatoyannopoulos,hg19,released,GSM945243,wgEncodeEH001904,3/29/2012
ChIP-seq,A549,Antibody=Input Control=IgG-rab,none,Stanford,Snyder,hg19,released,GSM935629,wgEncodeEH002819,11/3/2012
ChIP-seq,A549,Antibody=JunD Protocol=sonicator PCR 1-round,EtOH_0.02pct,HudsonAlpha,Myers,hg19,released,GSM1010723,wgEncodeEH002327,5/29/2013
ChIP-seq,A549,Antibody=Max Control=IgG-rab,none,Stanford,Snyder,hg19,released,,wgEncodeEH002820,11/3/2012
ChIP-seq,A549,Antibody=Max Protocol=ChIP AMpure XP,none,HudsonAlpha,Myers,hg19,released,GSM1010728,wgEncodeEH003251,4/24/2013
ChIP-seq,A549,Antibody=NRSF Protocol=ChIP AMpure XP,EtOH_0.02pct,HudsonAlpha,Myers,hg19,released,GSM1010749,wgEncodeEH002311,6/23/2012
ChIP-seq,A549,Antibody=Pbx3 Protocol=ChIP AMpure XP,none,HudsonAlpha,Myers,hg19,released,GSM1010755,wgEncodeEH003255,4/26/2013
ChIP-seq,A549,Antibody=Pol2,none,UT-A,Iyer,hg19,released,GSM822288,wgEncodeEH002079,6/29/2012
ChIP-seq,A549,Antibody=Pol2 Protocol=PCR 2-round,DEX_100nM,HudsonAlpha,Myers,hg18,released,,,9/17/2010
ChIP-seq,A549,Antibody=Pol2 Protocol=PCR 2-round,DEX_100nM,HudsonAlpha,Myers,hg19,released,GSM803361,wgEncodeEH001494,9/20/2011
ChIP-seq,A549,Antibody=Pol2 Protocol=PCR 2-round,EtOH_0.02pct,HudsonAlpha,Myers,hg18,released,,,9/15/2010
ChIP-seq,A549,Antibody=Pol2 Protocol=PCR 2-round,EtOH_0.02pct,HudsonAlpha,Myers,hg19,released,GSM803360,wgEncodeEH001493,9/8/2011
ChIP-seq,A549,Antibody=Pol2(phosphoS2) Control=IgG-rab,none,Stanford,Snyder,hg19,released,GSM935299,wgEncodeEH002821,11/3/2012
ChIP-seq,A549,Antibody=Rad21 Control=IgG-rab,none,Stanford,Snyder,hg19,released,GSM935300,wgEncodeEH002822,11/3/2012
ChIP-seq,A549,Antibody=Rad21 Protocol=ChIP AMpure XP,none,HudsonAlpha,Myers,hg19,released,GSM1010761,wgEncodeEH003272,4/29/2013
ChIP-seq,A549,Antibody=RevXlinkChromatin Protocol=ChIP AMpure XP,DEX_100nM,HudsonAlpha,Myers,hg19,released,,wgEncodeEH002284,4/18/2012
ChIP-seq,A549,Antibody=RevXlinkChromatin Protocol=ChIP AMpure XP,EtOH_0.02pct,HudsonAlpha,Myers,hg19,released,GSM1010818,wgEncodeEH002273,4/18/2012
ChIP-seq,A549,Antibody=RevXlinkChromatin Protocol=ChIP AMpure XP,none,HudsonAlpha,Myers,hg19,released,GSM1010866,wgEncodeEH003423,5/1/2013
ChIP-seq,A549,Antibody=RevXlinkChromatin Protocol=ChIP AMpure XP Version=V2,EtOH_0.02pct,HudsonAlpha,Myers,hg19,released,,wgEncodeEH002273,3/27/2012
ChIP-seq,A549,Antibody=RevXlinkChromatin Protocol=PCR 1-round,DEX_100nM,HudsonAlpha,Myers,hg18,released,,,10/6/2010
ChIP-seq,A549,Antibody=RevXlinkChromatin Protocol=PCR 1-round,DEX_100nM,HudsonAlpha,Myers,hg19,released,GSM803417,wgEncodeEH001643,10/20/2011
ChIP-seq,A549,Antibody=RevXlinkChromatin Protocol=PCR 1-round,EtOH_0.02pct,HudsonAlpha,Myers,hg18,released,,,10/6/2010
ChIP-seq,A549,Antibody=RevXlinkChromatin Protocol=PCR 1-round,EtOH_0.02pct,HudsonAlpha,Myers,hg19,released,GSM803412,wgEncodeEH001644,10/19/2011
ChIP-seq,A549,Antibody=RevXlinkChromatin Protocol=PCR 2-round,DEX_100nM,HudsonAlpha,Myers,hg18,approved,,,2/17/2012
ChIP-seq,A549,Antibody=RevXlinkChromatin Protocol=PCR 2-round,DEX_100nM,HudsonAlpha,Myers,hg19,released,GSM803465,wgEncodeEH001590,8/28/2011
ChIP-seq,A549,Antibody=RevXlinkChromatin Protocol=PCR 2-round,EtOH_0.02pct,HudsonAlpha,Myers,hg18,released,,,9/15/2010
ChIP-seq,A549,Antibody=RevXlinkChromatin Protocol=PCR 2-round,EtOH_0.02pct,HudsonAlpha,Myers,hg19,released,GSM803435,wgEncodeEH001589,8/28/2011
ChIP-seq,A549,Antibody=RevXlinkChromatin Protocol=biorupter PCR 1-round,EtOH_0.02pct,HudsonAlpha,Myers,hg19,released,GSM1010795,wgEncodeEH002283,4/18/2012
ChIP-seq,A549,Antibody=SIX5 Protocol=ChIP AMpure XP,EtOH_0.02pct,HudsonAlpha,Myers,hg19,released,,wgEncodeEH002341,9/8/2012
ChIP-seq,A549,Antibody=SP1 Protocol=ChIP AMpure XP,EtOH_0.02pct,HudsonAlpha,Myers,hg19,released,GSM1010813,wgEncodeEH002274,3/29/2012
ChIP-seq,A549,Antibody=Sin3Ak-20 Protocol=ChIP AMpure XP,EtOH_0.02pct,HudsonAlpha,Myers,hg19,released,GSM1010882,wgEncodeEH002342,9/8/2012
ChIP-seq,A549,Antibody=TAF1 Protocol=ChIP AMpure XP,EtOH_0.02pct,HudsonAlpha,Myers,hg19,released,GSM1010812,wgEncodeEH002275,3/29/2012
ChIP-seq,A549,Antibody=TAF1 Protocol=ChIP AMpure XP Version=V2,EtOH_0.02pct,HudsonAlpha,Myers,hg19,released,,wgEncodeEH002275,3/27/2012
ChIP-seq,A549,Antibody=TCF12 Protocol=ChIP AMpure XP,EtOH_0.02pct,HudsonAlpha,Myers,hg19,released,GSM1010746,wgEncodeEH002312,6/23/2012
ChIP-seq,A549,Antibody=TEAD4_(SC-101184) Protocol=ChIP AMpure XP,none,HudsonAlpha,Myers,hg19,released,,wgEncodeEH003273,4/28/2013
ChIP-seq,A549,Antibody=USF-1 Protocol=ChIP AMpure XP,EtOH_0.02pct,HudsonAlpha,Myers,hg19,released,GSM1010828,wgEncodeEH002291,5/29/2012
ChIP-seq,A549,Antibody=USF-1 Protocol=PCR 1-round,DEX_100nM,HudsonAlpha,Myers,hg18,released,,,10/7/2010
ChIP-seq,A549,Antibody=USF-1 Protocol=PCR 1-round,DEX_100nM,HudsonAlpha,Myers,hg19,released,GSM803457,wgEncodeEH001509,8/28/2011
ChIP-seq,A549,Antibody=USF-1 Protocol=PCR 1-round,EtOH_0.02pct,HudsonAlpha,Myers,hg18,released,,,10/6/2010
ChIP-seq,A549,Antibody=USF-1 Protocol=PCR 1-round,EtOH_0.02pct,HudsonAlpha,Myers,hg19,released,GSM803429,wgEncodeEH001539,8/28/2011
ChIP-seq,A549,Antibody=YY1_(SC-281) Protocol=ChIP AMpure XP,EtOH_0.02pct,HudsonAlpha,Myers,hg19,released,GSM1010794,wgEncodeEH002282,3/30/2012
ChIP-seq,A549,Antibody=ZBTB33 Protocol=ChIP AMpure XP,EtOH_0.02pct,HudsonAlpha,Myers,hg19,released,GSM1010832,wgEncodeEH002295,5/30/2012
ChIP-seq,A549,Antibody=c-Myc Control=IgG-rab,none,Stanford,Snyder,hg19,released,,wgEncodeEH003385,5/1/2013
ChIP-seq,A549,Antibody=p300 Protocol=ChIP AMpure XP,EtOH_0.02pct,HudsonAlpha,Myers,hg19,released,GSM1010827,wgEncodeEH002292,5/29/2012
ChIP-seq,AG04449,Antibody=CTCF,none,UW,Stamatoyannopoulos,hg19,released,GSM749695,wgEncodeEH000975,7/22/2011
ChIP-seq,AG04449,Antibody=H3K4me3,none,UW,Stamatoyannopoulos,hg19,released,GSM945187,wgEncodeEH000927,7/22/2011
ChIP-seq,AG04449,Antibody=Input,none,UW,Stamatoyannopoulos,hg19,released,GSM749702,wgEncodeEH000928,7/22/2011
ChIP-seq,AG04450,Antibody=CTCF,none,UW,Stamatoyannopoulos,hg19,released,GSM749769,wgEncodeEH000976,7/23/2011
ChIP-seq,AG04450,Antibody=H3K27ac,none,UW,Stamatoyannopoulos,hg19,released,GSM1010912,wgEncodeEH003035,4/17/2013
ChIP-seq,AG04450,Antibody=H3K27me3,none,UW,Stamatoyannopoulos,hg19,released,GSM1010913,wgEncodeEH003036,4/17/2013
ChIP-seq,AG04450,Antibody=H3K4me3,none,UW,Stamatoyannopoulos,hg19,released,GSM945177,wgEncodeEH000929,7/23/2011
ChIP-seq,AG04450,Antibody=H3K9me3,none,UW,Stamatoyannopoulos,hg19,released,GSM1010914,wgEncodeEH003037,4/17/2013
ChIP-seq,AG04450,Antibody=Input,none,UW,Stamatoyannopoulos,hg19,released,GSM945169,wgEncodeEH000930,7/23/2011
ChIP-seq,AG09309,Antibody=CTCF,none,UW,Stamatoyannopoulos,hg19,released,GSM749680,wgEncodeEH000977,7/23/2011
ChIP-seq,AG09309,Antibody=H3K4me3,none,UW,Stamatoyannopoulos,hg19,released,GSM945168,wgEncodeEH000931,7/23/2011
ChIP-seq,AG09309,Antibody=Input,none,UW,Stamatoyannopoulos,hg19,released,GSM945167,wgEncodeEH000932,7/23/2011
ChIP-seq,AG09319,Antibody=CTCF,none,UW,Stamatoyannopoulos,hg19,released,GSM749723,wgEncodeEH000978,7/23/2011
ChIP-seq,AG09319,Antibody=H3K4me3,none,UW,Stamatoyannopoulos,hg19,released,GSM945166,wgEncodeEH000933,7/23/2011
ChIP-seq,AG09319,Antibody=Input,none,UW,Stamatoyannopoulos,hg19,released,GSM749671,wgEncodeEH000934,7/23/2011
ChIP-seq,AG10803,Antibody=CTCF,none,UW,Stamatoyannopoulos,hg19,released,GSM749759,wgEncodeEH000979,7/23/2011
ChIP-seq,AG10803,Antibody=H3K4me3,none,UW,Stamatoyannopoulos,hg19,released,GSM945172,wgEncodeEH000935,7/23/2011
ChIP-seq,AG10803,Antibody=Input,none,UW,Stamatoyannopoulos,hg19,released,GSM749734,wgEncodeEH000936,7/23/2011
ChIP-seq,AoAF,Antibody=CTCF,none,UW,Stamatoyannopoulos,hg19,released,GSM749666,wgEncodeEH000980,7/23/2011
ChIP-seq,AoAF,Antibody=H3K4me3,none,UW,Stamatoyannopoulos,hg19,released,,wgEncodeEH000937,7/23/2011
ChIP-seq,AoAF,Antibody=Input,none,UW,Stamatoyannopoulos,hg19,released,GSM749772,wgEncodeEH000938,7/23/2011
ChIP-seq,BE2_C,Antibody=CTCF,none,UW,Stamatoyannopoulos,hg19,released,,wgEncodeEH001891,3/24/2012
ChIP-seq,BE2_C,Antibody=H3K4me3,none,UW,Stamatoyannopoulos,hg19,released,,wgEncodeEH001906,3/24/2012
ChIP-seq,BE2_C,Antibody=Input,none,UW,Stamatoyannopoulos,hg19,released,GSM945283,wgEncodeEH001892,3/24/2012
ChIP-seq,BE2_C,Antibody=NRSF Protocol=PCR 2-round,none,HudsonAlpha,Myers,hg18,released,,,4/17/2010
ChIP-seq,BE2_C,Antibody=RevXlinkChromatin Protocol=PCR 2-round,none,HudsonAlpha,Myers,hg18,released,,,4/17/2010
ChIP-seq,BJ,Antibody=CTCF,none,UW,Stamatoyannopoulos,hg18,released,,,6/19/2010
ChIP-seq,BJ,Antibody=CTCF,none,UW,Stamatoyannopoulos,hg19,released,GSM749677,wgEncodeEH000403,6/20/2010
ChIP-seq,BJ,Antibody=H3K27me3,none,UW,Stamatoyannopoulos,hg18,released,,,7/19/2010
ChIP-seq,BJ,Antibody=H3K27me3,none,UW,Stamatoyannopoulos,hg19,released,,wgEncodeEH000424,7/19/2010
ChIP-seq,BJ,Antibody=H3K36me3,none,UW,Stamatoyannopoulos,hg18,released,,,7/21/2010
ChIP-seq,BJ,Antibody=H3K36me3,none,UW,Stamatoyannopoulos,hg19,released,GSM945207,wgEncodeEH000443,3/10/2011
ChIP-seq,BJ,Antibody=H3K4me3,none,UW,Stamatoyannopoulos,hg18,released,,,7/12/2010
ChIP-seq,BJ,Antibody=H3K4me3,none,UW,Stamatoyannopoulos,hg19,released,GSM945178,wgEncodeEH000416,7/12/2010
ChIP-seq,BJ,Antibody=Input,none,UW,Stamatoyannopoulos,hg18,released,,,11/18/2010
ChIP-seq,BJ,Antibody=Input,none,UW,Stamatoyannopoulos,hg19,released,GSM749770,wgEncodeEH000453,11/18/2010
ChIP-seq,CD20+,Antibody=CTCF,none,Broad,Bernstein,hg19,released,GSM1003474,wgEncodeEH003131,4/25/2013
ChIP-seq,CD20+,Antibody=Control,none,Broad,Bernstein,hg19,released,,wgEncodeEH003132,4/25/2013
ChIP-seq,CD20+,Antibody=H2A.Z,none,Broad,Bernstein,hg19,released,GSM1003476,wgEncodeEH003133,4/25/2013
ChIP-seq,CD20+,Antibody=H3K4me2,none,Broad,Bernstein,hg19,released,GSM1003471,wgEncodeEH003134,4/25/2013
ChIP-seq,CD20+_RO01778,Antibody=H3K4me3,none,UW,Stamatoyannopoulos,hg19,released,GSM945229,wgEncodeEH002166,6/14/2012
ChIP-seq,CD20+_RO01778,Antibody=Input,none,UW,Stamatoyannopoulos,hg19,released,GSM945197,wgEncodeEH002170,6/25/2012
ChIP-seq,CD20+_RO01794,Antibody=EZH2_(39875),none,Broad,Bernstein,hg19,released,GSM1003470,wgEncodeEH003135,4/25/2013
ChIP-seq,CD20+_RO01794,Antibody=H3K27ac,none,Broad,Bernstein,hg19,released,GSM1003459,wgEncodeEH003125,4/25/2013
ChIP-seq,CD20+_RO01794,Antibody=H3K4me3,none,UW,Stamatoyannopoulos,hg19,released,GSM945198,wgEncodeEH002171,6/26/2012
ChIP-seq,CD20+_RO01794,Antibody=H4K20me1,none,Broad,Bernstein,hg19,released,GSM1003497,wgEncodeEH003145,4/28/2013
ChIP-seq,CD20+_RO01794,Antibody=Input,none,UW,Stamatoyannopoulos,hg19,released,,wgEncodeEH002172,6/26/2012
ChIP-seq,Caco-2,Antibody=CTCF,none,UW,Stamatoyannopoulos,hg18,released,,,6/20/2010
ChIP-seq,Caco-2,Antibody=CTCF,none,UW,Stamatoyannopoulos,hg19,released,GSM749689,wgEncodeEH000404,3/7/2011
ChIP-seq,Caco-2,Antibody=H3K27me3,none,UW,Stamatoyannopoulos,hg18,released,,,7/19/2010
ChIP-seq,Caco-2,Antibody=H3K27me3,none,UW,Stamatoyannopoulos,hg19,released,GSM945203,wgEncodeEH000425,7/20/2010
ChIP-seq,Caco-2,Antibody=H3K36me3,none,UW,Stamatoyannopoulos,hg18,released,,,7/19/2010
ChIP-seq,Caco-2,Antibody=H3K36me3,none,UW,Stamatoyannopoulos,hg19,released,GSM945206,wgEncodeEH000426,7/19/2010
ChIP-seq,Caco-2,Antibody=H3K4me3,none,UW,Stamatoyannopoulos,hg18,released,,,6/29/2010
ChIP-seq,Caco-2,Antibody=H3K4me3,none,UW,Stamatoyannopoulos,hg19,released,GSM945162,wgEncodeEH000407,6/29/2010
ChIP-seq,Caco-2,Antibody=Input,none,UW,Stamatoyannopoulos,hg18,released,,,11/18/2010
ChIP-seq,Caco-2,Antibody=Input,none,UW,Stamatoyannopoulos,hg19,released,,wgEncodeEH000454,11/18/2010
ChIP-seq,Colon_OC,Antibody=Input,none,UT-A,Iyer,hg19,released,GSM1006888,wgEncodeEH003445,4/26/2013
ChIP-seq,Dnd41,Antibody=CTCF,none,Broad,Bernstein,hg19,released,GSM1003464,wgEncodeEH002402,7/21/2012
ChIP-seq,Dnd41,Antibody=EZH2_(39875),none,Broad,Bernstein,hg19,released,,wgEncodeEH003080,12/15/2012
ChIP-seq,Dnd41,Antibody=H2A.Z,none,Broad,Bernstein,hg19,released,GSM1003465,wgEncodeEH002403,7/21/2012
ChIP-seq,Dnd41,Antibody=H3K27ac,none,Broad,Bernstein,hg19,released,,wgEncodeEH002404,7/21/2012
ChIP-seq,Dnd41,Antibody=H3K27me3,none,Broad,Bernstein,hg19,released,GSM1003521,wgEncodeEH003081,12/15/2012
ChIP-seq,Dnd41,Antibody=H3K36me3,none,Broad,Bernstein,hg19,released,GSM1003463,wgEncodeEH002405,7/21/2012
ChIP-seq,Dnd41,Antibody=H3K4me1,none,Broad,Bernstein,hg19,released,,wgEncodeEH002406,7/21/2012
ChIP-seq,Dnd41,Antibody=H3K4me2,none,Broad,Bernstein,hg19,released,,wgEncodeEH002407,7/21/2012
ChIP-seq,Dnd41,Antibody=H3K4me3,none,Broad,Bernstein,hg19,released,GSM1003468,wgEncodeEH002408,7/21/2012
ChIP-seq,Dnd41,Antibody=H3K79me2,none,Broad,Bernstein,hg19,released,,wgEncodeEH002409,7/21/2012
ChIP-seq,Dnd41,Antibody=H3K9ac,none,Broad,Bernstein,hg19,released,GSM1003552,wgEncodeEH002432,7/25/2012
ChIP-seq,Dnd41,Antibody=H3K9me3,none,Broad,Bernstein,hg19,released,GSM1003551,wgEncodeEH002433,7/25/2012
ChIP-seq,Dnd41,Antibody=H4K20me1,none,Broad,Bernstein,hg19,released,GSM1003481,wgEncodeEH002410,7/21/2012
ChIP-seq,Dnd41,Antibody=Input,none,Broad,Bernstein,hg19,released,,wgEncodeEH002434,7/25/2012
ChIP-seq,ECC-1,Antibody=CEBPB_(SC-150) Protocol=ChIP AMpure XP,none,HudsonAlpha,Myers,hg19,released,GSM1010802,wgEncodeEH003262,4/27/2013
ChIP-seq,ECC-1,Antibody=CREB1_(SC-240) Protocol=ChIP AMpure XP,none,HudsonAlpha,Myers,hg19,released,,wgEncodeEH003287,4/30/2013
ChIP-seq,ECC-1,Antibody=CTCF_(SC-5916) Protocol=sonicator PCR 1-round,DMSO_0.02pct,HudsonAlpha,Myers,hg19,released,GSM1010774,wgEncodeEH002300,6/5/2012
ChIP-seq,ECC-1,Antibody=ERalpha_a Protocol=sonicator PCR 1-round,BPA_100nM,HudsonAlpha,Myers,hg19,released,,wgEncodeEH002313,6/23/2012
ChIP-seq,ECC-1,Antibody=ERalpha_a Protocol=sonicator PCR 1-round,DMSO_0.02pct,HudsonAlpha,Myers,hg19,released,GSM803421,wgEncodeEH001537,2/27/2011
ChIP-seq,ECC-1,Antibody=ERalpha_a Protocol=sonicator PCR 1-round,Estradiol_10nM,HudsonAlpha,Myers,hg19,released,GSM803422,wgEncodeEH001536,10/19/2011
ChIP-seq,ECC-1,Antibody=ERalpha_a Protocol=sonicator PCR 1-round,Genistein_100nM,HudsonAlpha,Myers,hg19,released,GSM803541,wgEncodeEH001575,6/28/2011
ChIP-seq,ECC-1,Antibody=Egr-1 Protocol=ChIP AMpure XP,none,HudsonAlpha,Myers,hg19,released,GSM1010888,wgEncodeEH003232,4/17/2013
ChIP-seq,ECC-1,Antibody=FOXA1_(SC-6553) Protocol=sonicator PCR 1-round,DMSO_0.02pct,HudsonAlpha,Myers,hg19,released,GSM803444,wgEncodeEH001586,12/14/2011
ChIP-seq,ECC-1,Antibody=FOXM1_(SC-502) Protocol=ChIP AMpure XP,none,HudsonAlpha,Myers,hg19,released,GSM1010856,wgEncodeEH003288,4/30/2013
ChIP-seq,ECC-1,Antibody=GR Protocol=sonicator PCR 1-round,DEX_100nM,HudsonAlpha,Myers,hg19,released,GSM803340,wgEncodeEH001540,3/7/2011
ChIP-seq,ECC-1,Antibody=GR Protocol=sonicator PCR 1-round,EtOH_0.02pct,HudsonAlpha,Myers,hg19,released,GSM803464,wgEncodeEH001591,10/19/2011
ChIP-seq,ECC-1,Antibody=MYBL2_(SC-81192) Protocol=ChIP AMpure XP,none,HudsonAlpha,Myers,hg19,displayed,,wgEncodeEH003267,4/28/2013
ChIP-seq,ECC-1,Antibody=Max Protocol=ChIP AMpure XP,none,HudsonAlpha,Myers,hg19,released,GSM1010807,wgEncodeEH003268,4/28/2013
ChIP-seq,ECC-1,Antibody=NFIC_(SC-81335) Protocol=ChIP AMpure XP,none,HudsonAlpha,Myers,hg19,released,GSM1010855,wgEncodeEH003289,4/30/2013
ChIP-seq,ECC-1,Antibody=NRSF Protocol=ChIP AMpure XP,none,HudsonAlpha,Myers,hg19,released,GSM1010841,wgEncodeEH003290,4/30/2013
ChIP-seq,ECC-1,Antibody=Pol2 Protocol=sonicator PCR 1-round,DMSO_0.02pct,HudsonAlpha,Myers,hg19,released,GSM803536,wgEncodeEH001572,9/20/2011
ChIP-seq,ECC-1,Antibody=Rad21 Protocol=ChIP AMpure XP,none,HudsonAlpha,Myers,hg19,released,GSM1010801,wgEncodeEH003263,4/27/2013
ChIP-seq,ECC-1,Antibody=RevXlinkChromatin Protocol=ChIP AMpure XP,none,HudsonAlpha,Myers,hg19,released,,wgEncodeEH003424,5/1/2013
ChIP-seq,ECC-1,Antibody=RevXlinkChromatin Protocol=sonicator PCR 1-round,DMSO_0.02pct,HudsonAlpha,Myers,hg19,released,GSM803445,wgEncodeEH001587,10/5/2011
ChIP-seq,ECC-1,Antibody=SRF Protocol=ChIP AMpure XP,none,HudsonAlpha,Myers,hg19,released,,wgEncodeEH003245,4/20/2013
ChIP-seq,ECC-1,Antibody=TAF1 Protocol=ChIP AMpure XP,none,HudsonAlpha,Myers,hg19,released,GSM1010733,wgEncodeEH003256,4/26/2013
ChIP-seq,ECC-1,Antibody=TCF12 Protocol=ChIP AMpure XP,none,HudsonAlpha,Myers,hg19,released,GSM1010842,wgEncodeEH003291,4/30/2013
ChIP-seq,ECC-1,Antibody=TEAD4_(SC-101184) Protocol=ChIP AMpure XP,none,HudsonAlpha,Myers,hg19,released,GSM1010885,wgEncodeEH003238,4/19/2013
ChIP-seq,ECC-1,Antibody=USF-1 Protocol=ChIP AMpure XP,none,HudsonAlpha,Myers,hg19,released,GSM1010886,wgEncodeEH003239,4/19/2013
ChIP-seq,ECC-1,Antibody=YY1_(SC-281) Protocol=ChIP AMpure XP,none,HudsonAlpha,Myers,hg19,released,,wgEncodeEH003240,4/19/2013
ChIP-seq,ECC-1,Antibody=ZBTB7A_(SC-34508) Protocol=ChIP AMpure XP,none,HudsonAlpha,Myers,hg19,released,,wgEncodeEH003241,4/19/2013
ChIP-seq,ECC-1,Antibody=p300 Protocol=ChIP AMpure XP,none,HudsonAlpha,Myers,hg19,released,GSM1010759,wgEncodeEH003274,4/29/2013
ChIP-seq,Fibrobl,Antibody=CTCF,none,UT-A,Iyer,hg19,released,GSM822281,wgEncodeEH001127,7/13/2011
ChIP-seq,Fibrobl,Antibody=Input,none,UT-A,Iyer,hg19,released,GSM822267,wgEncodeEH001128,7/14/2011
ChIP-seq,GM06990,Antibody=CTCF,none,UW,Stamatoyannopoulos,hg18,released,,,6/20/2010
ChIP-seq,GM06990,Antibody=CTCF,none,UW,Stamatoyannopoulos,hg19,released,GSM749708,wgEncodeEH000392,3/29/2010
ChIP-seq,GM06990,Antibody=H3K27me3,none,UW,Stamatoyannopoulos,hg18,released,,,7/20/2010
ChIP-seq,GM06990,Antibody=H3K27me3,none,UW,Stamatoyannopoulos,hg19,released,GSM945205,wgEncodeEH000427,7/19/2010
ChIP-seq,GM06990,Antibody=H3K36me3,none,UW,Stamatoyannopoulos,hg18,released,,,7/21/2010
ChIP-seq,GM06990,Antibody=H3K36me3,none,UW,Stamatoyannopoulos,hg19,released,,wgEncodeEH000444,7/21/2010
ChIP-seq,GM06990,Antibody=H3K4me3,none,UW,Stamatoyannopoulos,hg18,released,,,7/12/2010
ChIP-seq,GM06990,Antibody=H3K4me3,none,UW,Stamatoyannopoulos,hg19,released,GSM945179,wgEncodeEH000417,3/11/2011
ChIP-seq,GM06990,Antibody=Input,none,UW,Stamatoyannopoulos,hg18,released,,,11/18/2010
ChIP-seq,GM06990,Antibody=Input,none,UW,Stamatoyannopoulos,hg19,released,GSM749731,wgEncodeEH000455,11/18/2010
ChIP-seq,GM08714,Antibody=Input Control=UCDavis Input Control,none,USC,Farnham,hg19,released,GSM935607,wgEncodeEH002870,1/19/2013
